NAME,Revenue_2015 ,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,Revenue_2020(To predict)
NMMN,"552,231","597,427","783,425","786,023","845,822",,32,,,
TDEG,"241,230","368,589","600,869","625,667","841,917",,,,21,
ROZQ,"482,177","839,616","1,116,988","1,030,855","792,789",,,17,,
CUQX,"514,863","965,757","700,849",,,,106,114,99,
XHJV,"342,557","598,732","458,238","519,135","730,406",,,10,,
RORB,,"111,515","183,657","414,656","730,000",,,,8,
UOXI,"317,893","357,782","471,136","594,138","703,100",,,,12,
VYZQ,"1,325,914","1,150,936","837,843","614,224",,,,,11,
DADD,"35,275","15,984","43,356","249,296","634,813",,,,2,
VEHQ,"51,646","103,975","221,801","178,141","614,596",,,10,,
IXWU,"1,375,000","466,673","558,965","677,259","595,995",,,10,,
XIEP,,"341,650","737,499","574,241",,,,17,,
TNNU,"378,307","533,479","721,426","837,510","551,066",,,5,,
PUVZ,,"6,897","232,904","379,640","525,920",,,,13,
TJCA,"300,448","303,709","540,795","509,665",,,,4,,
IJAJ,"46,514","112,191","160,717","248,452","511,919",,,,3,
BJJT,"247,671","359,862","361,150","472,370","483,391",,,8,,
ZWEX,"1,437,224","428,099","1,050,769","1,095,483","477,864",,,,12,
NTCB,"625,000","523,948","465,933",,,,,6,,
OMMU,"19,371","240,309","306,167","541,198","432,944",,,4,,
NJXB,"694,162","694,985","612,291","395,668",,,,8,,
QGPD,"5,000","39,684","355,785",,,,,10,,
CUIE,"133,029","160,927","179,017","253,735","321,680",,,3,,
CKFA, -   ,"69,739","192,183","221,878","294,026",,,3,,
IDXC,,"21,661","278,677","264,068","263,930",,,15,,
DUCF,"82,650","101,287","235,864",,,,,4,,
TWZT,"71,310","273,056","253,486","175,718","175,598",,44,34,31,
ZZCS,"413,826","450,715","288,955","117,721","175,527",,,3,,
TBPB,,"168,913","503,432","169,969",,,,,2,
OAMU,,"212,179","161,581",,,,,12,,
MMPH,"792,767","849,177","532,601","374,837","160,170",,,15,,
ZFEV,"636,483","677,974","139,544",,,,204,107,107,
IEKE,"91,749","15,462","20,045","116,348",,,,,11,
MCRN,,"107,413","68,933",,"114,445",,,7,,
CKIP,"92,830","95,897","89,047","102,078",,,,,1,
SOGK,"30,102","41,467","93,140",,,,,3,,
HJJP,"44,824","72,727","140,035","94,386","84,911",,,2,,
IXAR,"96,452","90,840","78,438","89,596","78,373",,,28,,
VQOT,"125,000","120,629","73,563","75,000",,,,9,,
LRVD,"1,361","10,854","90,663","111,637","76,181",,,3,,
BEZL,"55,876","59,047","42,479","68,205",,,,2,,
CHNY,"119,109","154,383","163,651","133,612","67,568",,64,63,66,
YPLI,"174,158","394,426","342,256","104,031","61,069",,,8,,
TLLW,"66,177","35,706","244,615","104,219","43,756",,,3,,
RRRT,"374,354","435,325","227,809","40,217",,,,8,,
GZFW,"137,408","155,134","104,372","58,974","35,430",,,4,,
KGVY,"11,973","31,671","14,577","1,546","30,024",,,,10,
BJUF,"16,365","526,190","150,780","66,975","24,860",,,,2,
FEIB,,"24,852","22,843","17,537","16,407",,23,29,31,
PKFF,"10,000","99,504","100,990","12,053",,,,1,,
BSFI,"28,640","12,000","8,247","11,000",,,,,1,
NBMB,"16,472","22,772","19,239","13,716","10,267",,,8,,
ZTFT,"401,954","646,622","438,854","228,251","6,183",,245,231,206,
KYHF,126,"1,564",159,"1,270","4,227",,,5,,
WIFQ,"242,667","3,331", -   , -   ,"3,767",,,,20,
SAQK,302,235,"1,563","13,628","3,480",,,5,5,
OGAB,"2,193","3,034",608,,,,,1,,
HUXS,"156,086","124,526","50,927","5,632",604,,,2,,
OZYC,"332,059", -   , -   ,"10,573",503,,,,2,
FYNH, -   , -   , -   ,19,,,,1,,
YVHM, -   , -   , -   ,,,,42,52,56,
VAIL,"78,424","67,412","12,387", -   ,,,,,17,
ELFQ,,141, -   , -   ,,,,4,,
OHSG,, -   , -   , -   ,,,,2,,
GSKH,"286,941","120,819", -   , -   , -   ,,,4,,
JQSI,,"11,683","39,100","22,792", -   ,,,,2,
BWEE,"105,082", -   , -   , -   , -   ,,,,8,
ALCP,567,297, -   , -   , -   ,,,2,2,
ALAZ,"21,160", -   , -   ,"4,023", -   ,,,,2,
POSA,"473,954","797,455","741,634","137,798", -   ,,,10,,
XFJK, -   , -   , -   , -   , -   ,,158,150,147,
IKEZ,"45,925","54,099", -   ,,,,,4,,
DJJC,"793,738","1,066,511","377,910", -   , -   ,,33,32,32,
JRJG,"29,176","18,549",362,"114,830", -   ,,1020,1031,1046,
CCRV,"984,922","45,575", -   , -   , -   ,,,,13,
CQYI,"4,398,800","3,883,767","4,258,422","5,149,542",,,64,64,64,
EMNE,,"607,318","1,084,955","1,349,147",,,,16,,
SKZM,"886,868","697,931","926,000",,,,,2,,
RSHY,"256,165","557,521","226,549",,,,,15,,
MTQU,"1,320,510","356,359","158,280",,,,,4,,
DBSD,"13,727,960,000","14,621,738,000","16,276,150,000","17,336,708,000","18,638,220,000",,5612,6077,6468,
WEPU,"2,736,639,635","2,490,053,624","4,329,479,237","9,285,973,384","10,385,040,213",,286,183,141,
ZKLD,"3,571,512,000","4,692,649,000","6,542,462,000","9,140,619,000","10,263,221,000",,12392,14043,15142,
VGOP,"5,650,977,000","7,122,431,000","8,532,271,000","9,571,550,000",,,15669,16109,15971,
FUEY,"7,446,216,972","7,576,162,635","7,782,320,048","8,226,153,161","9,036,136,202",3671,4080,4267,4453,
DPTV,"5,821,000,000","6,490,000,000","7,077,000,000","7,931,000,000","8,085,000,000",15425,16590,17246,,
BCSA,"2,968,400,000","3,655,700,000","4,500,800,000","5,406,600,000","6,500,800,000",,5807,5976,6489,
OGBU,"3,740,000,000","3,665,000,000","4,573,000,000","5,474,000,000","5,559,000,000",3223,3377,3468,,
NJOI,"2,953,000,000","3,009,000,000","3,667,000,000","4,533,000,000","4,982,000,000",2294,2361,2458,,
QONF,"1,619,972,290","2,588,040,438","3,231,265,242","3,304,050,536","4,248,873,870",4564,5100,6023,6307,
CRTG,"247,730,000","823,300,000","971,706,605","3,254,480,159","4,205,444,807",939,1233,1525,,
BWFF,"2,762,912,000","2,783,652,000","2,825,621,000","3,450,940,000","4,004,766,000",51,63,66,55,
NCRQ,"1,747,300,000","1,689,000,000","2,006,300,000","3,711,800,000","3,951,700,000",,2453,2534,2497,
AIID,"1,587,749,286","1,712,708,061","2,094,567,874","2,698,326,275","3,016,359,657",,4022,3909,3122,
VHLD,"2,617,929,669","3,242,167,423","4,079,304,352","3,705,873,518",,179,187,200,183,
LPTY,"2,126,500,000","2,289,100,000","3,698,300,000","4,135,400,000","3,759,700,000",33,33,33,,
DBHW,"2,880,631,000","3,112,067,000","3,698,240,000","3,733,732,000","3,733,159,000",475,482,499,,
XHVQ,"3,767,000,000","3,551,000,000","3,285,300,000","3,348,100,000","3,715,900,000",,5272,5430,5450,
HEPP,"2,722,013,000","2,959,757,000","3,832,004,000","3,189,116,000","3,591,751,000",,1307,1391,1401,
BJOG,"1,669,626,000","2,435,426,000","3,524,289,000","3,646,612,000","3,338,364,000",,5428,5710,5680,
FUKV,"1,626,665,378","2,848,314,920","3,342,292,178","3,343,847,528","3,069,442,093",856,928,972,,
EFHZ,"1,537,492,000","1,718,006,000","1,912,149,000","2,388,614,000","2,706,563,000",,665,793,864,
AFCY,"1,945,779,000","2,045,348,000","2,107,524,000","2,360,865,000","2,481,046,000",,2714,3050,2932,
ISOJ,"1,718,133,877","1,985,272,391","2,196,130,635","2,238,583,378","2,352,103,421",,3672,4411,4505,
KBRY,"2,307,494,000","2,315,575,000","2,386,109,000","2,271,476,000","2,368,529,000",,,4,,
BRSN,"1,577,730,644","1,860,074,182","2,093,274,176","2,259,835,305","2,408,484,311",,48,49,50,
SCTF,"2,193,709,000","2,157,694,000","2,231,056,000","2,284,178,000","2,336,131,000",,83,86,86,
TEGR,"3,296,340,857","2,842,345,470","2,736,372,748","2,338,735,796","2,297,156,992",,282,318,317,
WMGE,"200,734,000","299,138,000","609,700,000","1,069,500,000","2,215,500,000",,5306,7204,10792,
VFBX,"2,004,541,000","2,005,087,000","2,161,436,000","2,047,212,000","2,197,211,000",653,659,664,,
FPBJ,"2,025,597,000","2,179,622,000","2,309,336,000","2,233,176,000","2,186,219,000",,1321,1418,1451,
EHCK,"2,441,085,000","1,972,209,000","1,829,757,000","2,080,295,000","2,174,015,000",,83,79,81,
CEOJ,"775,873,000","1,034,266,000","1,497,000,000","2,022,200,000",,,2867,3608,4001,
LBTT,"1,896,226,432","1,917,987,983","1,960,270,169","1,933,496,033","1,985,944,755",,5020,5089,4927,
NJXK,"19,310,412","36,260,288","44,409,042","56,391,734","1,845,055,645",,28,,,
TEID,"1,129,954,000","1,315,742,000","1,417,589,000","1,613,383,000","1,836,889,000",,1800,2042,2373,
SQBJ,"1,646,700,000","1,651,000,000","1,590,400,000","1,572,500,000","1,732,400,000",,392,426,465,
NRQM,,"14,848,644","1,864,198,156","2,379,282,911","1,703,371,502",,1046,1037,1004,
OPYG,"1,095,591,805","1,670,247,855","2,007,935,833","1,840,393,081","1,597,041,290",,235,238,242,
JIIM,"1,083,503,000","922,845,000","1,614,596,000","1,793,917,000","1,583,043,000",,3314,3847,4802,
PWOJ,"740,095,000","945,933,000","1,159,494,000","1,346,175,000","1,528,730,000",,594,663,681,
XXPM,"1,354,271,000","1,390,820,000","1,476,796,000","1,517,681,000","1,474,599,000",,,29,,
FXWD,"850,501,000","847,895,000","1,057,582,000","1,267,345,000","1,472,111,000",226,244,263,,
MFLB,"1,818,643,187","1,722,520,599","2,631,453,036","2,884,882,586","1,634,183,819",,2923,3125,3370,
BTYZ,"661,781,000","728,180,000","787,327,000","1,053,766,000","1,408,491,000",,1047,1143,1164,
DCIL,"2,109,181,553","2,099,872,556","1,806,844,087","1,371,633,289","1,394,237,876",,584,688,788,
VOME,"544,721,162","726,086,440","1,009,264,060","1,149,515,071","1,382,966,604",421,472,494,,
SPFT,"1,484,411,792","1,448,841,261","1,301,319,964","1,290,803,355","1,343,565,162",,306,317,330,
FPSE,,,"828,797,574","1,015,370,756","1,331,842,937",,1933,2228,2587,
YCUP,"778,402,598","826,296,733","848,662,582","1,073,343,025","1,284,916,001",74,86,92,,
XBLL,"778,402,598","826,296,733","848,662,582","1,073,343,025","1,284,916,001",,343,369,396,
FNGA,"1,330,904,000","1,263,559,000","1,300,140,000","1,241,720,000",,,3076,3314,3361,
NCPO,"25,709,346","40,360,802","60,819,591","88,597,360","1,245,740,581",,604,722,737,
VYLY, -   ,"688,128,000","819,124,000","953,168,000","1,010,538,000",,,3,,
GPTD,"1,101,340,000","1,106,989,000","1,133,619,000","1,112,859,000","996,007,000",,,171,,
TBZE,"464,054,505","402,988,916","347,346,001","288,084,317","935,297,323",368,397,416,435,
GHTU,"831,868,000","862,452,000","890,190,000","915,208,000","945,955,000",,,,8,
SAEG,"740,892,000","792,122,000","813,387,000","864,730,000","897,159,000",,663,728,764,
OFGU,"60,580,000","209,091,000","155,917,000","317,845,000","895,890,000",,716,908,1355,
QVOL,"498,303,510","601,495,366","613,160,395","734,376,049","865,203,958",4017,4508,4910,4952,
QIND,"316,186,339","406,602,055","441,630,901","671,236,988","853,905,145",68,71,83,,
XHZD,"755,242,836","644,081,900","804,432,100","845,296,600",,,152,158,188,
VJZM,"538,404,598","678,840,728","709,164,349","825,079,225","849,207,359",,,,7,
WPQY,"883,530,868","725,073,825","699,491,618","769,606,599","832,294,928",2072,1877,1878,,
SHLV,"821,651,812","715,828,583","725,918,441","771,711,660","803,059,221",1916,1966,1928,,
FFUY,"677,532,247","660,347,287","686,600,227","738,257,806","786,328,429",,827,845,846,
RLBD,"485,893,000","480,529,000","513,934,000","659,979,000","763,622,000",3578,5566,6146,6428,
MUDQ,"1,006,607,000","987,329,000","902,896,000","860,606,000","745,341,000",,5359,5540,5542,
JHRI,"379,095,767","503,357,184","557,434,273","636,167,026","735,227,650",1454,1675,1756,,
LXCF,,"431,967,960","452,203,656","675,468,425","722,581,085",279,278,296,312,
TYJP,"730,113,000","678,936,000","729,982,000","905,120,000","721,230,000",,295,326,338,
CXMF,"176,074,576","244,287,830","317,726,026","405,258,116","715,494,800",,414,596,765,
TPZA,"819,293,230","701,684,581","650,065,522","699,412,756",,655,675,724,774,
RWDI,,,"471,692,000","579,856,000","706,365,000",,,8,,
WCXA,"126,894,000","179,595,000","287,007,000","539,906,000","701,746,000",80,97,119,,
JWVE,"680,769,873","694,489,428","717,126,453","716,325,316","699,255,185",36,37,40,,
MJIE,"733,749,729","669,622,767","691,376,414","716,574,667","713,695,773",,3589,3886,3868,
VTGZ,"534,034,116","519,350,572","602,451,886","618,352,531","716,528,258",,2586,2722,2896,
CTIH,"273,617,675","284,080,276","386,889,232","630,330,442","685,027,821",,83,87,101,
WAYE,"1,735,383,396","1,836,205,481","690,540,560","685,893,417","680,560,093",,1242,1279,1310,
NRUA,"569,984,000","624,025,000","690,975,000","680,280,000","660,109,000",104,114,108,,
FPQE,"352,971,798","334,438,062","494,106,894","640,076,593",,1860,1827,1575,1484,
KFAN,"807,355,608","1,024,372,878","629,429,057","620,269,556",,,9899,9679,9540,
HJUG,"517,932,000","532,412,000","586,317,000","609,186,000",,,,430,444,
KRYQ,"693,680,000","661,102,000","602,869,000","590,532,000",,,1102,1217,1189,
LPDG, -   , -   ,"469,983,642","580,172,017",,733,770,815,838,
QLPT,"573,646,420","572,518,538","556,188,043","567,822,894","584,939,534",,154,155,151,
MZDE,"259,982,000","246,508,000","316,163,000","444,479,000","599,460,000",,901,979,1029,
GTXQ,"533,932,000","585,469,000","506,417,000","543,042,000","583,738,000",465,494,496,,
UEMZ,"377,772,000","508,625,000","530,518,000","563,663,000","580,294,000",,565,580,573,
GWCI,"458,449,910","490,195,227","527,712,943","526,491,059","569,503,170",,259,256,232,
XYAI,"568,585,000","566,824,000","593,669,000","565,301,000","567,562,000",,114826,120309,123853,
KQXV,,"478,923,000","514,621,000","557,136,000","565,541,000",,,8,,
LFXC,"446,938,000","573,299,000","521,430,000","510,930,000","561,585,000",,1926,2112,2108,
QIMS,"650,519,000","484,121,000","533,604,000","561,636,000","554,238,000",212,226,242,253,
TFVZ,"302,748,000","325,813,000","356,570,000","477,640,000","552,573,000",,992,1081,1045,
LPBL,,,"501,665,602",,,160,209,225,,
CMCT,"321,067,723","359,290,665","412,361,450","448,973,605","529,585,830",102,102,105,,
ZGTF,"163,444,000","203,471,000","290,115,000","446,694,000","522,935,000",,,1549,1686,
BNDV,"343,778,000","371,140,000","431,951,000","478,222,000","504,668,000",,348,335,346,
RYHV,"587,426,742","552,973,462","646,349,188","528,218,309","503,353,125",,121,113,112,
YVYB,"557,183,678","587,201,457","638,504,884","651,571,953","500,446,345",,946,944,905,
YFBZ,"355,959,288","383,159,415","440,172,389","453,262,202","497,923,263",,,,2,
LEIB,,,"354,771,490","436,192,592","493,603,937",246,231,206,,
BWZY,"509,642,320",,"543,076,993","544,359,066","472,926,679",,164,167,185,
IHJK,"197,674,000","262,008,000","323,295,000","378,674,000","454,159,000",771,869,1011,,
ZWZI,"5,496,000","8,132,000","311,413,000","479,806,000","452,043,000",215,219,243,254,
RJYO,"448,917,749","453,510,241","457,036,879","438,369,184",,391,426,417,,
JICD,"3,717,000","45,331,000","149,720,000","337,021,000","435,450,000",,123,146,165,
BVDD,"228,418,000","291,188,000","352,442,000","396,605,000","430,390,000",,378,421,429,
RFJK,"269,404,000","384,157,000","397,184,000",,,,136,183,265,
IANE,"292,252,382","332,036,525","386,497,870","415,528,016",,202,207,216,,
WFNH,"314,279,894","330,815,508","361,427,971","393,170,562","421,681,374",,246,339,402,
FDQB,,"315,366,815","351,318,052","398,625,716",,,99,78,80,
PWHZ,"331,295,142","373,771,146","386,952,526","422,943,018","412,921,542",,301,303,314,
UYWH,"37,357,401","55,881,818","61,600,122","119,193,826","409,137,493",178,255,348,,
AKTV,"415,563,598","365,990,760","365,023,699","392,174,173","395,840,923",,92,113,109,
OERM,,"315,106,000","327,566,000","373,160,000","400,802,000",,196,191,191,
XHRO,"276,949,000","256,272,000","288,619,000","349,125,000","385,241,000",,132,157,174,
WZAI,"247,420,000","299,002,000","325,863,000","371,719,000","380,136,000",,304,298,287,
COSN,"124,585,900","174,504,681","212,619,813","303,112,726","389,707,049",,1377,1689,1854,
JOHZ,"247,930,079","303,478,879","342,799,036","364,218,324","367,483,352",,664,661,671,
VNRT,"76,359,000","115,461,000","178,385,000","245,418,000","365,752,000",1261,1356,1343,1690,
QWAG,"75,177,134","159,647,860","169,864,414","283,021,581","346,213,941",,383,532,660,
JPDX,"147,667,759","187,169,478","213,448,895","234,535,627","340,069,238",,144,182,211,
KLFB,"261,519,222","256,745,553","274,075,340","296,953,574","337,930,646",547,594,573,,
WWHM,"169,556,152","156,158,707","239,296,589","243,396,931","336,235,893",,,17,,
EDRE,"35,235,168","78,050,829","133,850,611","208,918,318","344,212,109",779,1070,1443,1694,
BGLY,"323,714,202","339,288,673","313,209,982",,,162,155,156,159,
NFFU,"213,104,000","236,615,000","262,883,000","291,194,000","333,567,000",,,1,,
MMCV,"88,922,589","147,783,902","205,143,289","270,818,091","326,510,457",,270,316,329,
NUNY,"164,036,582","161,195,745","241,943,097","319,946,753",,785,917,927,,
JVCY,"164,036,582","161,195,745","241,943,097","319,946,753",,,106,104,103,
AAXH,"147,035,191","152,608,220","173,690,129","323,434,845",,,43,42,46,
BCFV,"154,826,867","121,140,360","157,197,588","310,731,721",,,277,279,200,
GUBM,"239,592,739","275,742,600","306,207,178","309,564,871",,,882,842,760,
BVKK,"302,257,351","324,530,372","312,138,070","320,249,704","311,981,672",,60,62,70,
FZEG,,"4,022,000","113,939,000","208,753,000","311,579,000",,778,1076,1207,
IFDM,"60,836,000","176,739,000","188,341,000","180,510,000","303,619,000",184,233,242,359,
WXWG,"56,777,000","85,428,000","148,473,000","242,600,000","296,500,000",124,146,181,223,
MRKM,"111,055,000","154,192,000","222,172,000","262,389,000","293,234,000",,615,637,560,
ROQU,"243,047,411","241,971,691","271,622,068","294,007,677","291,969,347",,188,204,212,
OTUC,"130,209,020","141,806,248","217,376,119","224,129,148","289,081,844",,61,65,67,
RIUJ,"285,457,741",,"422,165,013","279,981,640",,,435,444,448,
BWUP,"185,882,458",,"223,977,143","264,143,634","283,476,030",203,225,220,,
SIUU,"202,333,690","208,568,297","246,898,702","262,835,050","289,761,338",2363,2445,2478,,
QQJC,"564,590,111","517,531,542","442,905,926","324,587,750","282,822,573",53,52,41,,
NRJZ,"184,378,176","277,559,216","303,234,289","313,731,291","282,658,905",,400,401,401,
UKQO,"410,059,808","335,103,249","316,247,969","276,102,248",,,1469,895,826,
ZQKK,"165,662,276","216,299,114","237,026,805","262,914,736","277,378,907",,84,86,85,
MQNW,"152,541,092","190,870,654","226,854,687","276,590,407",,189,190,197,,
LYKR,,,"141,770,249","226,875,955","285,083,793",,201,215,248,
DANA,"121,965,000","148,412,000","187,667,000","234,620,000","275,417,000",,1081,1188,1188,
GQNX,"239,154,617","248,801,637","260,692,484","258,877,795","273,359,896",,106,120,138,
VHLK,"261,433,814","263,083,951","262,118,505","259,735,378","273,029,669",,744,832,855,
NRNV,"395,064,000","421,006,000","469,729,000","538,092,000","264,813,000",380,389,383,,
UDXJ,"128,570,498","204,665,555","244,961,947",,,,111,98,65,
HDRT,"205,119,140","220,181,542","235,682,966","244,648,400",,,132,143,155,
HWKA,,,"309,085,474","244,180,503","248,274,752",,,,182,
WSKR,"111,236,000","177,530,000","153,000,000","189,796,000","247,845,000",286,294,335,,
DRAD,"85,472,112","102,392,619","145,565,839","210,694,583","247,038,858",27,30,37,,
UMUW,,"169,459,979","209,230,145","230,719,070","241,122,940",,64,48,46,
YFCR,"273,407,732","267,728,930","255,205,746","251,063,852","237,689,016",,692,697,714,
XLSO,"37,447,000","44,142,000","154,536,000","187,713,000","237,133,000",10613,11087,11515,,
XIVQ,"41,757,751","63,818,562","124,452,533","230,415,165",,956,1114,1231,1146,
MOMA,"268,901,564","246,841,425","243,676,519","246,801,240","240,595,352",,432,430,423,
LZEA,"128,851,466","151,965,605","28,381,583","227,544,787",,,186,179,178,
RSPE,"255,664,000","252,652,000","264,730,000","201,267,000","234,688,964",681,684,553,492,
IKAD,"91,094,000","115,842,000","158,469,000","163,448,000","226,902,000",204,217,240,,
EQRE,"77,729,800","100,307,140","163,336,971","176,176,406","226,609,113",,110,121,128,
GSJU,"98,609,482","124,151,770","170,748,327","196,344,189","226,485,920",118,125,124,,
WFOJ,"56,202,000","90,972,541","151,160,820","198,157,020","221,149,762",,507,587,627,
ECDV,"135,037,000","154,553,000","176,273,000","192,566,000","217,271,000",504,490,490,,
RRKS,,"175,213,965","219,780,371","255,893,734","241,030,330",,,,2,
NUUH,"173,527,000","176,493,000","204,022,000","207,647,000",,,130,136,133,
ZIPC,"96,113,204","116,730,746","137,084,425","176,834,295","209,622,823",,461,462,460,
PMHD,"215,067,992","219,842,504","201,495,936","193,206,455","207,528,744",,1928,1943,1991,
NDOQ,,"54,510,951","91,985,703","152,110,266","209,167,240",,,17,,
CSFJ,"87,600,971","111,363,340","134,164,350","170,777,265","202,908,882",920,940,988,1015,
WNTF,"117,371,667","145,439,546","169,888,916","198,714,916",,,,16,,
ETWW,"236,122,965","244,627,883","193,147,884","198,059,577",,,268,289,288,
AOTW,,,"174,805,294","197,628,877",,,,168,191,
CHME,"140,274,833","156,036,239","188,820,901","181,728,434","201,015,706",198,198,190,,
NIDW,"35,000,934","72,716,448","100,441,587","146,709,129","200,349,500",,40,50,62,
SPNT,"180,008,593","168,169,020","164,568,231","178,947,623","199,837,177",,44,51,54,
FJAB,"242,648,126","233,924,512","214,546,569","195,851,062",,261,243,224,,
VTST,"150,535,000","153,634,000","151,230,000","147,107,000","199,157,000",247,262,267,,
PBGZ,"241,198,591","20,437,297","21,032,835","25,161,021","149,075,349",,399,396,415,
QCHX,"179,417,186","174,210,249","173,857,799","180,963,311","201,964,287",,,,5,
PBFH,,"2,757,731","14,456,206","64,575,131","190,062,044",,498,1176,2087,
RNSC,"77,967,234","88,657,169","127,097,765","166,494,252","193,132,213",,922,960,975,
RFCW,"151,475,858","159,781,342","162,854,647","166,616,922","185,461,226",34,35,33,,
UWKL,"204,211,687","191,616,899","173,593,747",,,198,188,182,,
FPUY,"165,464,000","161,572,000","172,513,000",,,118,123,125,,
QQHE,"178,067,367","195,821,143","172,385,035",,,,36,34,35,
ABNQ,"91,848,605","119,404,426","151,479,201","121,908,874","180,768,377",,307,499,483,
NRDT,,,"137,525,125","176,701,372",,,82,98,106,
VCWK,"168,161,000","171,319,000","161,532,000","173,854,000","175,843,000",,143,142,140,
GUWM,"408,000","435,000","28,145,000","165,626,000","175,748,000",,34,47,50,
HHBK,"172,603,000","167,033,000","179,169,000","174,908,000","169,945,000",2346,2373,2412,,
KPLU,"159,772,488","156,251,578","207,269,446","172,018,327","166,975,668",507,530,582,615,
XPXO,"219,394,344","205,911,749","196,083,522","184,762,552","167,563,998",,9828,10003,10104,
ETFJ,,,"18,568,338","161,735,290","166,694,877",,,14,,
FXLB,"101,305,048","112,894,932","131,766,294","149,330,744","169,209,391",508,542,572,594,
OONS,,,"103,389,000",,"163,748,000",,251,304,303,
CSUV,"128,516,000","138,824,000","150,207,000","162,514,000","162,048,000",70,76,79,,
SFAO,"125,397,096","129,809,434","144,175,717","158,982,099",,,,3,,
YNWT,"18,252,099","104,195,879","157,735,720","159,316,136","158,578,275",,267,283,262,
TKAR,"125,953,257","133,347,018","163,315,825","154,593,052","159,999,355",,27,31,39,
IOIL,"29,873,449","25,616,826","56,344,515","128,091,186","158,100,946",44,79,107,136,
KWVE,"219,393,000","202,339,000","211,544,000","168,730,000","158,073,000",1181,1165,1121,,
